"CODINST";"NOMBREINSTITUCION";"CODIGOMUNICIPIO";"NOMBREMUNICIPIO";"DEPARTAMENTO";"CALENDARIO";"NATURALEZA";"JORNADA";"PROMEDIOMATEMATICA";"PROMEDIOQUIMICA";"PROMEDIOFISICA";"PROMEDIOBIOLOGIA";"PROMEDIOFILOSOFIA";"PROMEDIOINGLES";"PROMEDIOLENGUAJE";"PROMEDIOSOCIALES";"DESVIACIONMATEMATICA";"DESVIACIONQUIMICA";"DESVIACIONFISICA";"DESVIACIONBIOLOGIA";"DESVIACIONFILOSOFIA";"DESVIACIONINGLES";"DESVIACIONLENGUAJE";"DESVIACIONSOCIALES";"EVALUADOS";"PERIODO"
141671;"INSTITUCION EDUCATIVA NOROCCIDENTAL DE SOLEDAD";8758;"SOLEDAD";"ATLANTICO";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,09;48,65;46,29;46,83;37,91;43,6;45,29;43,69;8,78;5,59;7,03;7,16;8,36;5,98;5,88;6,77;75;20122
141689;"INSTITUCION EDUCATIVA POLINDARA";19824;"TOTORO";"CAUCA";"A";"OFICIAL";"MAÑANA";38,4;41,8;39,4;37,87;35,27;38,53;39,87;36,6;10,76;3,32;7,23;9,23;7;4,39;5,99;4,78;15;20122
141697;"INSTITUCION EDUCATIVA RURAL DE SAMURINDO";27050;"ATRATO (YUTO)";"CHOCO";"A";"OFICIAL";"COMPLETA U ORDINARIA";40,13;36,25;42,25;37,13;36;33,25;38,75;36,5;8,54;5,37;5,95;3,44;9,53;4,56;4,98;4,78;8;20122
141705;"INSTITUCION EDUCATIVA AGROPECUARIA SAGRADO CORAZON DE JESUS";27077;"BAJO BAUDO   (PIZARRO)";"CHOCO";"A";"OFICIAL";"COMPLETA U ORDINARIA";35,8;41,6;39;36,6;32,8;35,2;43;40;7,92;2,07;9,9;6,15;4,21;4,6;2,65;4,24;5;20122
141713;"CENTRO EDUCATIVO SEBASTIAN DE BELALCAZAR";76001;"CALI";"VALLE";"F";"NO OFICIAL";"SABATINA - DOMINICAL";48,57;44,86;44,71;47,57;41,86;41,71;47,14;43,43;8,4;5,87;2,75;5,59;3,98;6,26;10,65;3,64;7;20122
141739;"INSTITUCION EDUCATIVA RURAL SANTA TERESITA";50006;"ACACIAS";"META";"A";"OFICIAL";"MAÑANA";44,15;46,44;45,19;45,04;42,19;47,11;45,33;43,59;11,36;6,42;8,53;7,06;8,08;8,64;6,56;9,56;27;20122
141747;"INSTITUCION EDUCATIVA PUERTO REY";13001;"CARTAGENA";"BOLIVAR";"A";"OFICIAL";"MAÑANA";40,94;42;40,55;38,71;37,97;38,39;41,58;37,26;8,16;4,97;6,21;7,31;8,69;5,17;6,47;7,75;31;20122
141762;"INSTITUCION EDUCATIVA CACERÍ";5154;"CAUCASIA";"ANTIOQUIA";"A";"OFICIAL";"COMPLETA U ORDINARIA";39,4;41,4;39,9;41,8;38,4;40,1;43,4;46,6;9,61;5,72;5,02;9,38;7,59;5,22;8,87;9,28;10;20122
141770;"INSTITUCION EDUCATIVA JIISA FXIW";19355;"INZA";"CAUCA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";41,52;44,29;42,05;44,76;38,62;37,33;44,24;48,9;8,47;4,87;9,47;5,86;8,41;6,81;7,94;8,06;21;20122
141788;"INSTITUCION EDUCATIVA COLEGIO DEPARTAMENTAL PEDRO NEL JIMENEZ";50711;"VISTA HERMOSA";"META";"A";"OFICIAL";"MAÑANA";42,57;42,14;43,33;44;37,19;38,48;42,9;40,48;6,7;5,24;6,81;6,16;6,97;4,71;5,83;8,21;21;20122
141796;"COLEGIO GIMNASIO ALDEBARÁN";68001;"BUCARAMANGA";"SANTANDER";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";43,5;40,5;37;43;40;53;38;43;7,78;6,36;12,73;5,66;4,24;9,9;2,83;9,9;2;20122
141804;"INSTITUCION EDUCATIVA COLEGIO VERDE DE ALBARRACIN";15861;"VENTAQUEMADA";"BOYACA";"A";"OFICIAL";"MAÑANA";42,15;48,38;43,85;49;42,15;45,77;44,15;46,08;11,78;5,44;6,91;9,16;7,19;7,5;5,08;8,52;13;20122
141812;"CIUDADELA EDUCATIVA TUMAC";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"NOCHE";39;41,17;42,04;40;33,96;35,11;39,48;35,91;9,78;3,84;6,15;6,25;8,01;7,22;7,77;10,01;75;20122
141820;"INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA";8758;"SOLEDAD";"ATLANTICO";"A";"OFICIAL";"MAÑANA";45;42,92;42,85;41,15;39,81;38,69;43,65;42,85;9,18;4,87;7,38;8,35;5,69;6,5;5,62;6,68;26;20122
141838;"INSTITUCION EDUCATIVA SEGOVIANAS";41396;"LA PLATA";"HUILA";"A";"OFICIAL";"COMPLETA U ORDINARIA";35,91;43,18;42,36;39,73;34,55;37,91;44,09;38,36;16,02;4;6,92;7,27;9,93;8,31;5,03;5,32;11;20122
141853;"INSTITUCION EDUCATIVA SALIM BECHARA";13001;"CARTAGENA";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,56;43,37;42,39;41,65;40,63;39,6;44,39;40,63;9,4;5,15;5,46;7,04;8,4;5,74;6,58;8,05;62;20122
141861;"INSTITUCION EDUCATIVA AGROPECUARIA HERNANDO PALACIOS";27077;"BAJO BAUDO   (PIZARRO)";"CHOCO";"A";"OFICIAL";"MAÑANA";35,38;42,95;43,33;36,76;31,24;37,05;39,52;36,95;11,16;4,6;4,52;8,08;8,9;4,43;5,55;6,84;21;20122
141879;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN";8758;"SOLEDAD";"ATLANTICO";"A";"OFICIAL";"MAÑANA";45,88;44,41;44,59;45,28;40,5;39,66;45,69;44,69;10,99;5,93;6,33;4,87;8,36;5,79;6,56;6,45;32;20122
141887;"INSTITUCION EDUCATIVA DEPARTAMENTAL MIGUEL ANTONIO CARO";25286;"FUNZA";"CUNDINAMARCA";"F";"OFICIAL";"NOCHE";41,32;42,53;41,36;41,26;38,08;38,88;41,69;39,88;10,23;4,34;5,95;7,75;7,94;7,29;8,03;9,94;74;20122
141895;"COLEGIO COLOMBO BRIGHTON";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"MAÑANA";48,08;46,33;45,33;45,5;40,25;50,25;49;47;6,4;3,5;6,37;6,56;9,95;8,65;5,8;6,92;12;20122
141911;"CENTRO DE ESTUDIOS E INVESTIGACION VIDA CEVIDA";85001;"YOPAL";"CASANARE";"F";"NO OFICIAL";"SABATINA - DOMINICAL";39,65;43,1;37,8;41,95;36,1;38,25;45,85;42,5;6,79;6,95;8,88;8,72;9,91;5,93;5,36;6,38;20;20121
141911;"CENTRO DE ESTUDIOS E INVESTIGACION VIDA CEVIDA";85001;"YOPAL";"CASANARE";"F";"NO OFICIAL";"SABATINA - DOMINICAL";38,62;40,48;40,08;38,11;33,55;34,58;41,14;36,88;8,11;4,54;8,98;8,56;9,47;9,5;6,17;8;65;20122
141929;"INSTITUCION EDUCATIVA SAN FERNANDO";73411;"LIBANO";"TOLIMA";"A";"OFICIAL";"MAÑANA";37,25;45,75;43,75;40,25;36,25;39,5;42,5;41;6,9;6,75;2,5;11,62;8,18;4,51;1;6;4;20122
141937;"INSTITUCION EDUCATIVA JOSE ACEVEDO Y GOMEZ";76109;"BUENAVENTURA";"VALLE";"A";"OFICIAL";"COMPLETA U ORDINARIA";39,63;39,56;40,63;38,56;32,44;35,31;40,56;39;7,83;3,9;5,56;4,7;6,48;7,13;5,51;7,08;16;20122
141945;"INSTITUCION EDUCATIVA LA BERMEJA";19075;"BALBOA";"CAUCA";"A";"OFICIAL";"MAÑANA";45,43;45,64;43,5;45,14;38,86;41,57;43,5;40,43;7,8;4,16;5,68;7,58;8,16;4,89;5,49;5,68;14;20122
141952;"INSTITUCION EDUCATIVA DISTRITAL ONDAS DEL CARIBE";47001;"SANTA MARTA";"MAGDALENA";"A";"OFICIAL";"TARDE";39,63;40,91;43,59;39,13;35,88;36,28;42,09;38,47;7,45;4,34;6,19;8,68;8,04;5,04;5,44;5,03;32;20122
141960;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO";8558;"POLONUEVO";"ATLANTICO";"A";"OFICIAL";"MAÑANA";38,08;41,15;43,62;41,15;39,23;40,38;42;40;8,36;4,83;6,59;7,72;6,53;4,66;7,52;8,75;13;20122
141978;"INSTITUCION EDUCATIVA SABAS BELTRAN";19517;"PAEZ (BELALCAZAR)";"CAUCA";"A";"OFICIAL";"MAÑANA";40,92;42,08;42,08;37,5;36,42;38,92;39,75;37,67;4,29;5,33;6,35;7,67;7,72;3,87;3,62;6,49;12;20122
141986;"COLEGIO JOSÉ MARIA VARGAS VILA INSTITUCION EDUCATIVA DISTRITAL";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"MAÑANA";42,17;45,11;43;44,25;39,44;40,03;43,92;43,81;9,58;6,04;5,93;7,01;7,47;5,85;5,01;7,58;36;20122
141994;"COLEGIO MARIA VARGAS VILA INSTITUCION EDUCATIVA DISTRIAL";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"TARDE";40,68;44,42;42,71;43,84;37,26;38,26;44,35;43,65;10,18;3,97;5,04;5,81;8,19;6,82;7,01;5,65;31;20122
142000;"INSTITUCION EDUCATIVA LAS FLORES";23417;"LORICA";"CORDOBA";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,77;42,19;42,57;42,49;36,28;37,53;42,85;39,51;8,34;4,3;7,16;5,69;6,91;5,53;5,9;7,66;47;20122
142018;"INSTITUCION EDUCATIVA DEPARTAMENTAL REAL DEL OBISPO";47798;"TENERIFE";"MAGDALENA";"A";"OFICIAL";"MAÑANA";42,29;43,71;38,71;41,41;36,65;37,88;42,82;37,18;6,69;3,92;6,95;5,29;10,07;6,27;5,16;6,6;17;20122
142026;"INSTITUCION EDUCATIVA MAESTRO ARENAS BETANCUR";5001;"MEDELLIN";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";44,13;42,49;43,44;43,13;37,91;40,9;45,33;41,74;8,94;5,5;6,96;6,93;8,68;8,14;5,13;8,55;78;20122
142034;"CENTRO REGIONAL DE EDUCACIÓN INVESTIGACIÓN Y EXTENSIÓN DE TAURAMENA - CRIEET";85410;"TAURAMENA";"CASANARE";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,09;44,64;43,36;42,45;31,45;38,82;43,36;41,27;7,22;4,99;6,74;6,38;13,46;4,31;6,05;4,41;11;20122
142042;"INSTITUCION EDUCATIVA DEPARTAMENTAL FRANCISCO JOSE DE CALDAS";47170;"CHIVOLO";"MAGDALENA";"A";"OFICIAL";"COMPLETA U ORDINARIA";38;41,57;40,43;40;32,57;34,86;39,86;38,14;9,76;5,68;5,09;8,87;13,4;5,52;5,15;6,82;7;20122
142059;"INSTITUCION EDUCATIVA OBANDO";41668;"SAN AGUSTIN";"HUILA";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,5;46,08;42,83;42,92;43,92;42,25;48,42;45,75;10,79;5,87;8,55;3,8;7,27;4,56;6,88;6,78;12;20122
142067;"INSTITUCION EDUCATIVA NACIONAL";41551;"PITALITO";"HUILA";"A";"OFICIAL";"NOCHE";44,38;43,35;40,69;42,62;39,58;38,81;44,81;43,77;10,42;4,48;7,07;5,87;7,92;5,7;5,18;7,13;26;20122
142075;"INSTITUCION EDUCATIVA ESPIRITU SANTO";13244;"EL CARMEN DE BOLIVAR";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,14;44,5;41,86;42,44;40,44;39,56;44,56;41,22;10,43;4,25;8,91;5,7;8,92;5,28;5,74;7,61;36;20122
142083;"INSTITUCION EDUCATIVA JOSEFA DONADO";8758;"SOLEDAD";"ATLANTICO";"A";"OFICIAL";"MAÑANA";37,67;38,86;39,62;34,52;34,29;39,05;38,95;36,67;10,39;2,99;6,7;6,62;6,07;6,22;4,59;5,89;21;20122
142109;"INSTITUCION EDUCATIVA GAVIOTAS";85139;"MANI";"CASANARE";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,33;44,67;36,5;43,5;41,67;39,17;45,5;42;7,45;4,93;8,87;7,84;7,17;3,71;6,63;7,9;6;20122
142125;"GIMNASIO MODELIA REAL";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";51,91;50,29;47,03;50,65;46,07;61,46;51,59;50,99;12,82;6,24;7,69;8,06;7,57;12,64;6,31;7;69;20122
142133;"INTERNADO SAN RAFAEL DEL CARAPARANA";91001;"LETICIA";"AMAZONAS";"A";"OFICIAL";"COMPLETA U ORDINARIA";32,86;41,59;44,23;41,82;39,14;39,32;42,23;38,55;10,2;3,33;4,88;4,5;8,1;4,16;5,37;6,65;22;20122
142141;"INSTITUCION EDUCATIVA MARCO ANTONIO QUIJANO RICO";15759;"SOGAMOSO";"BOYACA";"A";"OFICIAL";"MAÑANA";43,75;47,33;42,42;45,25;40,42;43,92;46,92;44,92;8,29;4,92;4,94;5,24;5,63;2,91;5,63;5,63;12;20122
142166;"INSTITUCION EDUCATIVA RURAL DE BUENAVISTA";44098;"DISTRACCION";"LA GUAJIRA";"A";"OFICIAL";"COMPLETA U ORDINARIA";38,86;41,09;39,05;37,64;33,55;37,91;41,27;38,27;7,87;4;7,85;5,31;9,01;7,28;5,18;6,09;22;20122
142190;"INSTITUCION EDUCATIVA CRISTO REY";66170;"DOS QUEBRADAS";"RISARALDA";"A";"OFICIAL";"TARDE";48,92;47;46,31;48,25;44,83;46,25;47,78;45,83;9,31;5,04;5,61;5,51;7,83;9,54;6,15;7,6;36;20122
142208;"INSTITUCION EDUCATIVA SANTA MARTA";41298;"GARZON";"HUILA";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,4;45,3;45,05;45,35;35,15;43,6;42,85;44;10,29;4,46;6,3;7,21;6,32;7,42;6,35;6,79;20;20122
142216;"INSTITUCION EDUCATIVA DISTRITAL JOSE FRANCISCO SOCARRAS";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"MAÑANA";45,36;45,73;44,56;44,88;41,02;42,88;46,33;44,18;9,27;5,81;6,3;7,29;7,89;8,44;6,35;7,72;182;20122
142224;"INSTITUCION EDUCATIVA DISTRITAL JOSE FRANCISCO SOCARRAS";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"OFICIAL";"TARDE";43,79;44,48;43,67;45,27;40,06;42,99;45,49;43,68;9,18;5,17;6,29;6,95;8,46;7,05;7,41;8,86;160;20122
142240;"CENTRO EDUCATIVO CHAPALA";68679;"SAN GIL";"SANTANDER";"A";"OFICIAL";"MAÑANA";44,7;44,2;43,4;43,4;42,45;40,95;45,85;41,9;10,83;4,23;6,82;7,42;5,84;5,37;5,59;7,33;20;20122
142257;"COLEGIO PSICOPEDAGOGICO LA SABIDURIA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";50,75;50,58;45,17;49,58;47,92;58,92;54,58;53,08;5,71;7,2;7,47;5,7;7,23;11,45;3,6;6,78;12;20122
142265;"CENTRO EDUCATIVO SANTIAGO DE LA SELVA";18860;"VALPARAISO";"CAQUETA";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,44;45,78;45,56;44,22;35,67;36;42,56;45,56;7,99;5,59;6,31;8,67;8,25;5,34;6,06;7,7;9;20122
142273;"CONCENTRACIÓN EDUCATIVA CORONEL JOSE CARMELO VILLAMIZAR";13001;"CARTAGENA";"BOLIVAR";"A";"NO OFICIAL";"MAÑANA";37,4;39,4;44,2;39,6;32,4;32;39;39,8;7,09;4,93;8,07;5,03;2,51;5,39;5,92;2,86;5;20122
142281;"INSTITUCION EDUCATIVA COMUNEROS";68001;"BUCARAMANGA";"SANTANDER";"A";"OFICIAL";"MAÑANA";46,53;45,4;44,16;44,63;41,28;44,56;45;45,07;9,96;4,29;8,36;8,69;7,02;8,26;5,52;7,96;43;20122
142299;"COLEGIO ECOLOGICO DE FLORIDABLANCA";68276;"FLORIDABLANCA";"SANTANDER";"A";"OFICIAL";"MAÑANA";46,21;49,29;40,57;51;39,71;42,93;50,07;48;6,9;7,09;11,31;9,32;6,67;5,38;5,97;8,84;14;20122
142315;"INSTITUCION EDUCATIVA MARIA INMACULADA";13244;"EL CARMEN DE BOLIVAR";"BOLIVAR";"A";"OFICIAL";"COMPLETA U ORDINARIA";41,75;44,31;42,69;40,19;40,31;37,67;42,86;44;7,44;4,54;6,17;6,7;8,55;4,35;5,36;6,3;36;20122
142323;"INSTITUCION EDUCATIVA SAN ANTONIO NORTE";15238;"DUITAMA";"BOYACA";"A";"OFICIAL";"TARDE";50,35;49,53;47,71;47,76;43,41;40,71;45,41;44,53;8,37;3,06;4,07;6,42;7,17;5,6;5,26;5,84;17;20122
142364;"LICEO EURO AMERICANO";66001;"PEREIRA";"RISARALDA";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";47;40;35;46,5;44,5;41;55,5;47;9,9;1,41;9,9;3,54;3,54;2,83;7,78;7,07;2;20121
142372;"LICEO EURO AMERICANO";66001;"PEREIRA";"RISARALDA";"A";"NO OFICIAL";"NOCHE";40,67;43,33;41,67;43,33;34,33;38,33;38,67;34,33;7,37;3,21;2,08;2,08;10,07;4,16;4,16;6,03;3;20122
142380;"INSTITUCION EDUCATIVA EL RESBALON";95001;"SAN JOSE DEL GUAVIARE";"GUAVIARE";"A";"OFICIAL";"MAÑANA";41,13;44,63;39,88;44,5;35,88;39,63;45;39,25;9,17;6,5;4,61;6,07;4,32;7,23;6,28;5,18;8;20122
142406;"INSTITUCION EDUCATIVA PEDRO CASTELLANOS";23586;"PURISIMA";"CORDOBA";"A";"OFICIAL";"MAÑANA";39,12;41,85;41,49;39,78;34,95;35,61;40,2;35,39;11,25;4,88;5,81;5,39;7,82;5,64;4,31;7,83;41;20122
142414;"INSTITUCION EDUCATIVA EL RECREO";41298;"GARZON";"HUILA";"A";"OFICIAL";"COMPLETA U ORDINARIA";36,25;45,25;44,5;42,25;39,13;40,88;44,13;42,38;9,39;6,32;6,87;6,73;6,64;3,87;6,22;5,9;8;20122
142422;"INSTITUCION EDUCATIVA DEPARTAMENTAL JHON F. KENNEDY";47288;"FUNDACION";"MAGDALENA";"A";"OFICIAL";"NOCHE";36,93;39,12;39,97;38,03;36,24;35,56;39,95;34,95;9,46;5,5;6,57;5,85;7,53;5,75;5,52;9,57;59;20122
142430;"INSTITUCION EDUCATIVA COLEGIO VIRGEN DEL PILAR";54405;"LOS PATIOS";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";42,67;43,6;43,07;42,8;37,6;42,4;43,87;39,4;11,24;3,02;7,39;6,65;8,83;5,47;4,64;7,41;15;20122
142448;"INSTITUTO TÉCNICO EMPRESARIAL DEL NORTE DE CASANARE - ITENCA";85250;"PAZ DE ARIPORO";"CASANARE";"A";"OFICIAL";"MAÑANA";37,57;44,67;42,1;40,95;34,52;38,71;43,1;42,05;11,64;5,13;7,08;6,33;8,25;6,12;5,06;6,18;21;20122
142455;"COLEGIO FACUNDO NAVAS MANTILLA";68307;"GIRON";"SANTANDER";"A";"OFICIAL";"TARDE";52,6;49,44;47,04;48,96;43,32;43,8;49,16;47,68;10,97;6,84;8,93;7,49;6,69;6,99;6,81;9,11;25;20122
142463;"COLEGIO LOS CEDROS";68001;"BUCARAMANGA";"SANTANDER";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";52,14;50;48;49,14;46,43;70,57;50,43;51;11,16;4,4;7,26;5,24;5,71;8,38;3,82;9,54;7;20122
142463;"COLEGIO LOS CEDROS";68001;"BUCARAMANGA";"SANTANDER";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";56;49;56,67;44,33;51,67;62;58,67;52;6,56;6,56;18,58;9,71;10,69;7,21;2,52;7;3;20121
142471;"INSTITUCION EDUCATIVA EL SALITRE";18001;"FLORENCIA";"CAQUETA";"A";"OFICIAL";"MAÑANA";43,17;45,17;41,17;41,5;41,5;43,5;44,33;40,33;11,92;3,54;8,33;4,14;11,67;2,59;9,31;7,45;6;20122
142489;"INSTITUCION EDUCATIVA JOSE ANTONIO GALAN";18001;"FLORENCIA";"CAQUETA";"A";"OFICIAL";"MAÑANA";41,21;40,82;41,7;42,67;37,82;36,09;41,73;38,73;10,95;5,22;6,84;5,82;7,14;5,04;4,47;6,58;33;20122
142497;"INSTITUCION EDUCATIVA EL GAS";23686;"SAN PELAYO";"CORDOBA";"A";"OFICIAL";"MAÑANA";36,59;42,06;41,06;37,82;36,18;38,29;40,88;39,88;6,29;4,7;8,58;6,92;7,8;3,89;3,95;6,71;17;20122
142505;"CENTRO DE CAPACITACION BOLIVAR LTDA  CENCABO";25754;"SOACHA";"CUNDINAMARCA";"F";"NO OFICIAL";"COMPLETA U ORDINARIA";43,86;45;39,57;41,86;35,43;37,29;48,71;39,43;7,31;3,7;8,73;5,93;8,73;5,94;4,99;2,51;7;20121
142521;"CENTRO DE CAPACITACION BOLIVAR LTDA - CENCABO";25754;"SOACHA";"CUNDINAMARCA";"F";"NO OFICIAL";"SABATINA - DOMINICAL";49;42;40;45;48;33;41;45;0;0;0;0;0;0;0;0;1;20121
142539;"INSTITUCION EDUCATIVA AMBIENTALISTA DE CARTAGENA DE INDIAS";13001;"CARTAGENA";"BOLIVAR";"A";"OFICIAL";"NOCHE";39,28;41,51;42,24;39,78;33,79;36,18;40,72;35,89;8,54;4,77;6,96;6,07;8,36;6,16;4,92;8,36;166;20122
142547;"COLEGIO DE LAS AMERICAS";68001;"BUCARAMANGA";"SANTANDER";"A";"NO OFICIAL";"MAÑANA";40,34;45,02;44,95;45,43;41,05;40,84;47,61;45,98;12,53;5,6;6,66;6,76;7,57;8,82;6,43;7,43;44;20122
142554;"INSTITUCION EDUCATIVA DEBORA ARANGO PEREZ";5001;"MEDELLIN";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";44,38;43,13;43,15;42,89;37,85;41,13;44,68;40,74;9,14;5,1;6,26;8,59;9,8;7,93;7,04;9,6;47;20122
142562;"INSTITUCION EDUCATIVA JESUS DE NAZARETH";23466;"MONTELIBANO";"CORDOBA";"A";"NO OFICIAL";"MAÑANA";38,5;40,3;40,26;38,89;35,41;35,41;41,11;38,26;7,36;4,79;7,61;5,51;9,54;7,12;4,73;6,54;46;20122
142570;"INSTITUCION EDUCATIVA DISTRITAL MARIA MAGDALENA";8001;"BARRANQUILLA";"ATLANTICO";"A";"OFICIAL";"MAÑANA";39,66;42,97;43,14;41,21;35,14;39,69;41,69;38,86;8,88;4,39;5,58;7,83;7,48;4,95;3,5;7,86;29;20122
142596;"INSTITUCION EDUCATIVA INDIGENA EL MESON";19473;"MORALES";"CAUCA";"A";"OFICIAL";"MAÑANA";38,4;39,07;39,6;38,93;35,47;35,53;42,73;41,47;6,62;3,51;10,01;6,87;6,48;4,88;5,26;6,99;15;20122
142612;"INSTITUCION EDUCATIVA RURAL EL CARMELO";5051;"ARBOLETES";"ANTIOQUIA";"A";"OFICIAL";"MAÑANA";40,37;42,11;44,05;39,95;39,26;38,37;42,53;39,47;5,34;3,59;5,84;5,78;8,46;5,19;5,8;6,09;19;20122
142620;"INSTITUCION EDUCATIVA NUESTRA SEÑORA DE GUADALUPE";66170;"DOS QUEBRADAS";"RISARALDA";"A";"OFICIAL";"NOCHE";42,79;41,31;43,38;40,81;37,64;37,69;44,43;41,17;8,32;5,47;6,47;8,22;8,33;9,15;6,89;7,58;42;20122
142638;"INSTITUCION EDUCATIVA COMBIA";66001;"PEREIRA";"RISARALDA";"F";"OFICIAL";"SABATINA - DOMINICAL";40,57;42,13;42,6;41,49;36,43;39,16;43,18;40,46;9,05;6,25;6,28;6,33;7,68;5,8;5,83;7,06;67;20122
142653;"INSTITUCION EDUCATIVA CAMILO TORRES";5665;"SAN PEDRO DE URABA";"ANTIOQUIA";"A";"OFICIAL";"TARDE";43,49;45,56;42,89;44,61;41,64;40;46,49;45,75;10,46;4,29;5,74;5,6;6,81;5,43;6,43;7,07;61;20122
142661;"COLEGIO GIMNASIO VERMONT";5607;"RETIRO";"ANTIOQUIA";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";64,2;53,27;62,31;55,33;56,76;89,43;60,18;54,71;12;7;9,23;8,82;10,95;7,14;4,76;6,18;51;20121
142679;"LICEO SAGRADO CORAZON DE JESUS";76001;"CALI";"VALLE";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";45,43;46,69;45,4;45,06;39,94;44,49;47,14;44,91;9,65;4,95;7,85;7,9;8,38;8,37;6,65;7,22;35;20122
142687;"COLEGIO GENERAL JOSE MARIA CORDOBA SEDE NO. 2";76001;"CALI";"VALLE";"A";"NO OFICIAL";"MAÑANA";39,93;42,89;44,89;43,15;38,37;39,67;42,89;41,52;8,79;4,49;6,95;5,25;6,56;5,94;5,77;6,72;27;20122
142695;"ACADEMIA MILITAR GENERAL JOSE MARIA CABAL";76001;"CALI";"VALLE";"A";"NO OFICIAL";"TARDE";40,59;43,68;42,43;43,86;39,13;41,18;42,84;41,36;7,29;4,79;6,03;5,75;8,05;4,51;5,48;8,05;56;20122
142703;"COLEGIO SANTA ISABEL DE HUNGRIA - SEDE AGUACATAL";76001;"CALI";"VALLE";"A";"OFICIAL";"COMPLETA U ORDINARIA";44,13;45,09;45;44,56;40,2;42,87;46,91;43,67;10,04;5,82;7,1;7,34;8,78;6,5;6,41;9,47;55;20122
142711;"COLEGIO INTEGRACION COMUNITARIA SIN FRONTERAS";19110;"BUENOS AIRES";"CAUCA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";39,63;40,74;42,68;40,26;34,37;36,05;40,32;37,37;11,29;4,17;5,81;6,79;9,66;7,37;6,22;7,07;19;20122
142729;"INSTITUCION EDUCATIVA CUATRO ESQUINAS";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";42,5;43,81;42,19;43,44;39,69;40,69;43,13;43,38;10,05;5,86;8,69;6,99;9,51;5,28;5,81;8,05;16;20122
142745;"COLEGIO CRISTIANO FILADELFIA";15001;"TUNJA";"BOYACA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,91;47,36;50;49,64;45,36;54,36;52,91;45,55;12,01;10,09;9,15;9,62;11,26;8,33;6,36;9,73;11;20122
142752;"INSTITUCION EDUCATIVA LAS MERCEDES";23182;"CHINU";"CORDOBA";"A";"OFICIAL";"MAÑANA";43;45,44;41,89;44,78;39,44;41,07;44,7;42,15;7,5;4,07;8,15;7,13;9,45;6,53;5,14;8,49;27;20122
142760;"INSTITUCION EDUCATIVA TECNICO AGROECOLOGICO EL MOTILON";52678;"SAMANIEGO";"NARIÑO";"A";"OFICIAL";"MAÑANA";57,3;46,6;49,6;50,5;38,2;41,9;50,2;43,4;8,49;4,95;8,92;5,48;9,61;6,61;3,71;5,44;10;20122
142778;"GIMNASIO ARTISTICO DE SUBA";11001;"BOGOTÁ D.C.";"BOGOTA";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49,5;47,21;46,88;47,29;41,88;48,42;48,46;46;11;7,1;7,47;8,57;7,15;7,83;6,96;6,59;24;20122
142810;"INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS";52378;"LA CRUZ";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";48;45;45,63;43;38,75;39,63;47,25;38,25;7,71;3,51;4,31;7,11;7,52;5,58;6,04;10,62;8;20122
